codigo_sku,nome_projeto,segmentacao_prioridade,estoque_atual,consumo_medio_diario,cobertura_dias,acao_ressuprimento,sinal_redistribuicao
EPI0591,BikePE,sem segmentacao,0,0,,ressuprimento imediato,sem oportunidade clara
EPI0591,BikePoa,sem segmentacao,0,0,,ressuprimento imediato,sem oportunidade clara
EPI0591,BikeRio,sem segmentacao,0,0,,ressuprimento imediato,sem oportunidade clara
EPI0591,BikeSSA,sem segmentacao,0,0,,ressuprimento imediato,sem oportunidade clara
EPI0591,BikeSampa,sem segmentacao,0,0,,ressuprimento imediato,sem oportunidade clara
EPI0592,BikeCuritiba,sem segmentacao,0,0,,ressuprimento imediato,sem oportunidade clara
EPI0592,BikeSSA,sem segmentacao,0,0,,ressuprimento imediato,sem oportunidade clara
EPI0592,BikeSampa,sem segmentacao,0,0,,ressuprimento imediato,sem oportunidade clara
EPI0594,BikeCuritiba,sem segmentacao,0,0,,ressuprimento imediato,sem oportunidade clara
EPI0594,BikeRio,sem segmentacao,0,0,,ressuprimento imediato,sem oportunidade clara
EPI0595,BikeBSB,sem segmentacao,0,0,,ressuprimento imediato,sem oportunidade clara
EPI0595,BikePoa,sem segmentacao,0,0,,ressuprimento imediato,sem oportunidade clara
EPI0595,BikeRio,sem segmentacao,0,0,,ressuprimento imediato,sem oportunidade clara
EPI0597,BikeBH,sem segmentacao,0,0,,ressuprimento imediato,sem oportunidade clara
EPI0597,BikeFloripa,sem segmentacao,0,0,,ressuprimento imediato,sem oportunidade clara
EPI0599,BikeBH,sem segmentacao,0,0,,ressuprimento imediato,sem oportunidade clara
EPI0599,BikeBSB,sem segmentacao,0,0,,ressuprimento imediato,sem oportunidade clara
EPI0599,BikeCuritiba,sem segmentacao,0,0,,ressuprimento imediato,sem oportunidade clara
EPI0599,BikeFloripa,sem segmentacao,0,0,,ressuprimento imediato,sem oportunidade clara
EPI0599,BikePE,sem segmentacao,0,0,,ressuprimento imediato,sem oportunidade clara
EPI0599,BikePoa,sem segmentacao,0,0,,ressuprimento imediato,sem oportunidade clara
EPI0599,BikeRio,sem segmentacao,0,0,,ressuprimento imediato,sem oportunidade clara
EPI0599,BikeSSA,sem segmentacao,0,0,,ressuprimento imediato,sem oportunidade clara
EPI0599,BikeSampa,sem segmentacao,0,0,,ressuprimento imediato,sem oportunidade clara
EPI0600,BikeBSB,sem segmentacao,0,0,,ressuprimento imediato,sem oportunidade clara
EPI0600,BikeCuritiba,sem segmentacao,0,0,,ressuprimento imediato,sem oportunidade clara
EPI0600,BikeFloripa,sem segmentacao,0,0,,ressuprimento imediato,sem oportunidade clara
EPI0600,BikePE,sem segmentacao,0,0,,ressuprimento imediato,sem oportunidade clara
EPI0600,BikePoa,sem segmentacao,0,0,,ressuprimento imediato,sem oportunidade clara
EPI0600,BikeSSA,sem segmentacao,0,0,,ressuprimento imediato,sem oportunidade clara
EPI0600,BikeSampa,sem segmentacao,0,0,,ressuprimento imediato,sem oportunidade clara
EPI0603,BikeBH,sem segmentacao,0,0,,ressuprimento imediato,sem oportunidade clara
EPI0603,BikeBSB,sem segmentacao,0,0,,ressuprimento imediato,sem oportunidade clara
EPI0603,BikeCuritiba,sem segmentacao,0,0,,ressuprimento imediato,sem oportunidade clara
EPI0603,BikeFloripa,sem segmentacao,0,0,,ressuprimento imediato,sem oportunidade clara
EPI0603,BikePE,sem segmentacao,0,0,,ressuprimento imediato,sem oportunidade clara
EPI0603,BikeSSA,sem segmentacao,0,0,,ressuprimento imediato,sem oportunidade clara
EPI0603,BikeSampa,sem segmentacao,0,0,,ressuprimento imediato,sem oportunidade clara
EPI0604,BikePE,sem segmentacao,0,0,,ressuprimento imediato,sem oportunidade clara
EPI0604,BikePoa,sem segmentacao,0,0,,ressuprimento imediato,sem oportunidade clara
EPI0604,BikeRio,sem segmentacao,0,0,,ressuprimento imediato,sem oportunidade clara
EPI0606,BikeSampa,sem segmentacao,0,0,,ressuprimento imediato,sem oportunidade clara
ETB0002,BikeFloripa,sem segmentacao,0,0,,ressuprimento imediato,sem oportunidade clara
ETB0002,BikePoa,sem segmentacao,0,0,,ressuprimento imediato,sem oportunidade clara
ETB0003,BikeFloripa,sem segmentacao,0,0,,ressuprimento imediato,sem oportunidade clara
ETB0003,BikePE,sem segmentacao,0,0,,ressuprimento imediato,sem oportunidade clara
ETB0004,BikeBSB,sem segmentacao,0,0,,ressuprimento imediato,sem oportunidade clara
ETB0004,BikePE,sem segmentacao,0,0,,ressuprimento imediato,sem oportunidade clara
ETB0004,BikeSampa,sem segmentacao,0,0,,ressuprimento imediato,sem oportunidade clara
ETB0005,BikeBSB,sem segmentacao,0,0,,ressuprimento imediato,sem oportunidade clara
ETB0005,BikeSampa,sem segmentacao,0,0,,ressuprimento imediato,sem oportunidade clara
ETB0007,BikeFloripa,sem segmentacao,0,0,,ressuprimento imediato,sem oportunidade clara
ETB0010,BikePE,sem segmentacao,0,0,,ressuprimento imediato,sem oportunidade clara
ETB0010,BikePoa,sem segmentacao,0,0,,ressuprimento imediato,sem oportunidade clara
ETB0010,BikeRio,sem segmentacao,0,0,,ressuprimento imediato,sem oportunidade clara
ETB0010,BikeSSA,sem segmentacao,0,0,,ressuprimento imediato,sem oportunidade clara
ETB0011,BikeFloripa,sem segmentacao,0,0,,ressuprimento imediato,sem oportunidade clara
ETB0012,BikeFloripa,sem segmentacao,0,0,,ressuprimento imediato,sem oportunidade clara
ETB0012,BikePE,sem segmentacao,0,0,,ressuprimento imediato,sem oportunidade clara
ETB0012N-1,BikeSampa,sem segmentacao,0,0,,ressuprimento imediato,sem oportunidade clara
ETB0013,BikeFloripa,sem segmentacao,0,0,,ressuprimento imediato,sem oportunidade clara
ETB0020,BikeFloripa,sem segmentacao,0,0,,ressuprimento imediato,sem oportunidade clara
ETB0020,BikeSampa,sem segmentacao,0,0,,ressuprimento imediato,sem oportunidade clara
ETB0021,BikeRio,sem segmentacao,0,0,,ressuprimento imediato,sem oportunidade clara
ETB0022,BikeFloripa,sem segmentacao,0,0,,ressuprimento imediato,sem oportunidade clara
ETB0022,BikeSSA,sem segmentacao,0,0,,ressuprimento imediato,sem oportunidade clara
ETB0022,BikeSampa,sem segmentacao,0,0,,ressuprimento imediato,sem oportunidade clara
ETB0023,BikeFloripa,sem segmentacao,0,0,,ressuprimento imediato,sem oportunidade clara
ETB0023,BikePoa,sem segmentacao,0,0,,ressuprimento imediato,sem oportunidade clara
ETB0023,BikeSampa,sem segmentacao,0,0,,ressuprimento imediato,sem oportunidade clara
ETB0026,BikePE,sem segmentacao,0,2,0,ressuprimento imediato,sem oportunidade clara
ETB0026,BikePoa,sem segmentacao,0,0,,ressuprimento imediato,sem oportunidade clara
ETB0027-2,BikeRio,sem segmentacao,0,0,,ressuprimento imediato,sem oportunidade clara
ETB0028,BikeRio,sem segmentacao,0,0,,ressuprimento imediato,sem oportunidade clara
ETB0034,BikeFloripa,sem segmentacao,0,0,,ressuprimento imediato,sem oportunidade clara
ETB0034,BikeSampa,sem segmentacao,0,0,,ressuprimento imediato,sem oportunidade clara
ETB0036,BikeSampa,sem segmentacao,0,0,,ressuprimento imediato,sem oportunidade clara
ETB0041,BikeBSB,sem segmentacao,0,0,,ressuprimento imediato,sem oportunidade clara
ETB0043,BikeRio,sem segmentacao,0,0,,ressuprimento imediato,sem oportunidade clara
ETB0043,BikeSampa,sem segmentacao,0,0,,ressuprimento imediato,sem oportunidade clara
ETB0046,BikeSampa,sem segmentacao,0,0,,ressuprimento imediato,sem oportunidade clara
ETB0047,BikeBSB,sem segmentacao,0,0,,ressuprimento imediato,sem oportunidade clara
ETB0047,BikeSampa,sem segmentacao,0,0,,ressuprimento imediato,sem oportunidade clara
ETB0048,BikeCuritiba,sem segmentacao,0,0,,ressuprimento imediato,sem oportunidade clara
ETB0049-1,BikeRio,sem segmentacao,0,0,,ressuprimento imediato,sem oportunidade clara
ETB0054,BikeRio,sem segmentacao,0,0,,ressuprimento imediato,sem oportunidade clara
ETB0054-1,BikeRio,sem segmentacao,0,0,,ressuprimento imediato,sem oportunidade clara
ETB0058,BikeCuritiba,sem segmentacao,0,0,,ressuprimento imediato,sem oportunidade clara
ETB0060,BikeSampa,sem segmentacao,0,0,,ressuprimento imediato,sem oportunidade clara
ETB0061,BikeSampa,sem segmentacao,0,0,,ressuprimento imediato,sem oportunidade clara
ETB0062,BikeRio,sem segmentacao,0,0,,ressuprimento imediato,sem oportunidade clara
ETB0065,BikeSampa,sem segmentacao,0,0,,ressuprimento imediato,sem oportunidade clara
ETB0066,BikeRio,sem segmentacao,0,0,,ressuprimento imediato,sem oportunidade clara
ETB0066,BikeSSA,sem segmentacao,0,0,,ressuprimento imediato,sem oportunidade clara
ETB0066,BikeSampa,sem segmentacao,0,0,,ressuprimento imediato,sem oportunidade clara
ETB0067,BikeBSB,sem segmentacao,0,0,,ressuprimento imediato,sem oportunidade clara
ETB0067,BikeSampa,sem segmentacao,0,0,,ressuprimento imediato,sem oportunidade clara
ETB0070,BikeBSB,sem segmentacao,0,0,,ressuprimento imediato,sem oportunidade clara
ETB0071,BikeCuritiba,sem segmentacao,0,0,,ressuprimento imediato,sem oportunidade clara
ETB0071,BikeSSA,sem segmentacao,0,0,,ressuprimento imediato,sem oportunidade clara
ETB0071,BikeSampa,sem segmentacao,0,0,,ressuprimento imediato,sem oportunidade clara
ETB0073,BikeFloripa,sem segmentacao,0,0,,ressuprimento imediato,sem oportunidade clara
ETB0074,BikeFloripa,sem segmentacao,0,0,,ressuprimento imediato,sem oportunidade clara
ETB0074,BikeSampa,sem segmentacao,0,0,,ressuprimento imediato,sem oportunidade clara
ETB0075,BikeFloripa,sem segmentacao,0,0,,ressuprimento imediato,sem oportunidade clara
ETB0075,BikeSSA,sem segmentacao,0,0,,ressuprimento imediato,sem oportunidade clara
ETB0075,BikeSampa,sem segmentacao,0,0,,ressuprimento imediato,sem oportunidade clara
ETB0086,BikeBSB,sem segmentacao,0,0,,ressuprimento imediato,sem oportunidade clara
ETB0086,BikePoa,sem segmentacao,0,0,,ressuprimento imediato,sem oportunidade clara
ETB0086,BikeSampa,sem segmentacao,0,0,,ressuprimento imediato,sem oportunidade clara
ETB0087,BikeSSA,sem segmentacao,0,0,,ressuprimento imediato,sem oportunidade clara
ETB0087,BikeSampa,sem segmentacao,0,0,,ressuprimento imediato,sem oportunidade clara
ETB0089,BikeCuritiba,sem segmentacao,0,0,,ressuprimento imediato,sem oportunidade clara
ETB0089,BikeFloripa,sem segmentacao,0,0,,ressuprimento imediato,sem oportunidade clara
ETB0089,BikePoa,sem segmentacao,0,0,,ressuprimento imediato,sem oportunidade clara
ETB0089,BikeRio,sem segmentacao,0,0,,ressuprimento imediato,sem oportunidade clara
ETB0089,BikeSampa,sem segmentacao,0,0,,ressuprimento imediato,sem oportunidade clara
ETB0089-1,BikePE,sem segmentacao,0,0,,ressuprimento imediato,sem oportunidade clara
ETB0089-1,BikeSSA,sem segmentacao,0,0,,ressuprimento imediato,sem oportunidade clara
ETB0089-1,BikeSampa,sem segmentacao,0,0,,ressuprimento imediato,sem oportunidade clara
ETB0095,BikeBSB,sem segmentacao,0,0,,ressuprimento imediato,sem oportunidade clara
ETB0095,BikePE,sem segmentacao,0,0,,ressuprimento imediato,sem oportunidade clara
ETB0095,BikePoa,sem segmentacao,0,0,,ressuprimento imediato,sem oportunidade clara
ETB0095,BikeSSA,sem segmentacao,0,0,,ressuprimento imediato,sem oportunidade clara
ETB0095,BikeSampa,sem segmentacao,0,0,,ressuprimento imediato,sem oportunidade clara
ETB0097,BikeRio,sem segmentacao,0,0,,ressuprimento imediato,sem oportunidade clara
ETB0098,BikeRio,sem segmentacao,0,0,,ressuprimento imediato,sem oportunidade clara
ETB0110,BikeCuritiba,sem segmentacao,0,0,,ressuprimento imediato,sem oportunidade clara
ETB0110,BikeRio,sem segmentacao,0,0,,ressuprimento imediato,sem oportunidade clara
ETB0110,BikeSampa,sem segmentacao,0,0,,ressuprimento imediato,sem oportunidade clara
ETB0113,BikeBH,sem segmentacao,0,0,,ressuprimento imediato,sem oportunidade clara
ETB0113,BikeCuritiba,sem segmentacao,0,0,,ressuprimento imediato,sem oportunidade clara
ETB0113,BikeFloripa,sem segmentacao,0,0,,ressuprimento imediato,sem oportunidade clara
ETB0113,BikeSampa,sem segmentacao,0,0,,ressuprimento imediato,sem oportunidade clara
ETB0114,BikeCuritiba,sem segmentacao,0,0,,ressuprimento imediato,sem oportunidade clara
ETB0114,BikeRio,sem segmentacao,0,0,,ressuprimento imediato,sem oportunidade clara
ETB0117,BikeFloripa,sem segmentacao,0,0,,ressuprimento imediato,sem oportunidade clara
ETB0117,BikePE,sem segmentacao,0,0,,ressuprimento imediato,sem oportunidade clara
ETB0117,BikeSampa,sem segmentacao,0,0,,ressuprimento imediato,sem oportunidade clara
ETB0119,BikeFloripa,sem segmentacao,0,0,,ressuprimento imediato,sem oportunidade clara
ETB0119,BikePoa,sem segmentacao,0,0,,ressuprimento imediato,sem oportunidade clara
ETB0119,BikeSampa,sem segmentacao,0,0,,ressuprimento imediato,sem oportunidade clara
ETB0120,BikeBSB,sem segmentacao,0,0,,ressuprimento imediato,sem oportunidade clara
ETB0120,BikeFloripa,sem segmentacao,0,0,,ressuprimento imediato,sem oportunidade clara
ETB0120,BikePE,sem segmentacao,0,"2,67",0,ressuprimento imediato,sem oportunidade clara
ETB0120,BikePoa,sem segmentacao,0,0,,ressuprimento imediato,sem oportunidade clara
ETB0121,BikeCuritiba,sem segmentacao,0,0,,ressuprimento imediato,sem oportunidade clara
ETB0121,BikeFloripa,sem segmentacao,0,0,,ressuprimento imediato,sem oportunidade clara
ETB0121,BikeSampa,sem segmentacao,0,0,,ressuprimento imediato,sem oportunidade clara
ETB0122,BikeRio,sem segmentacao,0,0,,ressuprimento imediato,sem oportunidade clara
ETB0123,BikeFloripa,sem segmentacao,0,0,,ressuprimento imediato,sem oportunidade clara
ETB0123,BikeSampa,sem segmentacao,0,0,,ressuprimento imediato,sem oportunidade clara
ETB0128,BikePoa,sem segmentacao,0,0,,ressuprimento imediato,sem oportunidade clara
ETB0128,BikeSSA,sem segmentacao,0,0,,ressuprimento imediato,sem oportunidade clara
ETB0128,BikeSampa,sem segmentacao,0,0,,ressuprimento imediato,sem oportunidade clara
ETB0137,BikeRio,sem segmentacao,0,0,,ressuprimento imediato,sem oportunidade clara
ETB0140,BikePoa,sem segmentacao,0,0,,ressuprimento imediato,sem oportunidade clara
ETB0140,BikeRio,sem segmentacao,0,0,,ressuprimento imediato,sem oportunidade clara
ETB0140,BikeSSA,sem segmentacao,0,0,,ressuprimento imediato,sem oportunidade clara
ETB0146,BikeCuritiba,sem segmentacao,0,0,,ressuprimento imediato,sem oportunidade clara
ETB0147,BikeCuritiba,sem segmentacao,0,0,,ressuprimento imediato,sem oportunidade clara
ETB0148,BikeCuritiba,sem segmentacao,0,0,,ressuprimento imediato,sem oportunidade clara
ETB0149-1,BikeSSA,sem segmentacao,0,0,,ressuprimento imediato,sem oportunidade clara
ETB0150,BikeRio,sem segmentacao,0,0,,ressuprimento imediato,sem oportunidade clara
ETB0150-1,BikeSSA,sem segmentacao,0,0,,ressuprimento imediato,sem oportunidade clara
ETB0157,BikePoa,sem segmentacao,0,0,,ressuprimento imediato,sem oportunidade clara
ETB0183,BikeRio,sem segmentacao,0,0,,ressuprimento imediato,sem oportunidade clara
ETB0231,BikeBSB,sem segmentacao,0,0,,ressuprimento imediato,sem oportunidade clara
ETB0231,BikeRio,sem segmentacao,0,0,,ressuprimento imediato,sem oportunidade clara
ETB0231,BikeSSA,sem segmentacao,0,0,,ressuprimento imediato,sem oportunidade clara
ETB0231,BikeSampa,sem segmentacao,0,0,,ressuprimento imediato,sem oportunidade clara
ETB0232,BikeBSB,sem segmentacao,0,0,,ressuprimento imediato,sem oportunidade clara
ETB0232,BikeRio,sem segmentacao,0,0,,ressuprimento imediato,sem oportunidade clara
ETB0232,BikeSSA,sem segmentacao,0,0,,ressuprimento imediato,sem oportunidade clara
ETB0232,BikeSampa,sem segmentacao,0,0,,ressuprimento imediato,sem oportunidade clara
ETB0233,BikeSSA,sem segmentacao,0,0,,ressuprimento imediato,sem oportunidade clara
ETB0233,BikeSampa,sem segmentacao,0,0,,ressuprimento imediato,sem oportunidade clara
ETB0234,BikeBSB,sem segmentacao,0,0,,ressuprimento imediato,sem oportunidade clara
ETB0234,BikeRio,sem segmentacao,0,0,,ressuprimento imediato,sem oportunidade clara
ETB0234,BikeSSA,sem segmentacao,0,0,,ressuprimento imediato,sem oportunidade clara
ETB0234,BikeSampa,sem segmentacao,0,0,,ressuprimento imediato,sem oportunidade clara
ETB0254,BikeRio,sem segmentacao,0,0,,ressuprimento imediato,sem oportunidade clara
ETB0257,BikeSampa,sem segmentacao,0,0,,ressuprimento imediato,sem oportunidade clara
ETB0258,BikePE,sem segmentacao,0,0,,ressuprimento imediato,sem oportunidade clara
ETB0258,BikePoa,sem segmentacao,0,0,,ressuprimento imediato,sem oportunidade clara
ETB0259,BikePoa,sem segmentacao,0,0,,ressuprimento imediato,sem oportunidade clara
ETB0259,BikeSampa,sem segmentacao,0,0,,ressuprimento imediato,sem oportunidade clara
ETB0260,BikeCuritiba,sem segmentacao,0,0,,ressuprimento imediato,sem oportunidade clara
ETB0260,BikePoa,sem segmentacao,0,0,,ressuprimento imediato,sem oportunidade clara
ETB0260,BikeRio,sem segmentacao,0,0,,ressuprimento imediato,sem oportunidade clara
ETB0260,BikeSampa,sem segmentacao,0,0,,ressuprimento imediato,sem oportunidade clara
ETB0260-1,BikePoa,sem segmentacao,0,0,,ressuprimento imediato,sem oportunidade clara
ETB0260-1,BikeSampa,sem segmentacao,0,0,,ressuprimento imediato,sem oportunidade clara
ETB0267,BikeSSA,sem segmentacao,0,0,,ressuprimento imediato,sem oportunidade clara
ETB0267,BikeSampa,sem segmentacao,0,0,,ressuprimento imediato,sem oportunidade clara
ETB0268,BikeBSB,sem segmentacao,0,1,0,ressuprimento imediato,sem oportunidade clara
ETB0268,BikeFloripa,sem segmentacao,0,0,,ressuprimento imediato,sem oportunidade clara
ETB0270,BikeSampa,sem segmentacao,0,0,,ressuprimento imediato,sem oportunidade clara
ETB0271,BikeSampa,sem segmentacao,0,0,,ressuprimento imediato,sem oportunidade clara
ETB0272,BikeSampa,sem segmentacao,0,0,,ressuprimento imediato,sem oportunidade clara
ETB0275,BikePE,sem segmentacao,0,0,,ressuprimento imediato,sem oportunidade clara
ETB0275,BikeSSA,sem segmentacao,0,0,,ressuprimento imediato,sem oportunidade clara
ETB0275,BikeSampa,sem segmentacao,0,0,,ressuprimento imediato,sem oportunidade clara
ETB0279,BikeSampa,sem segmentacao,0,0,,ressuprimento imediato,sem oportunidade clara
ETB0281,BikeSampa,sem segmentacao,0,0,,ressuprimento imediato,sem oportunidade clara
ETB0282,BikeSampa,sem segmentacao,0,0,,ressuprimento imediato,sem oportunidade clara
ETB0286,BikeBSB,sem segmentacao,0,0,,ressuprimento imediato,sem oportunidade clara
ETB0292,BikePE,sem segmentacao,0,0,,ressuprimento imediato,sem oportunidade clara
ETB0297,BikeSampa,sem segmentacao,0,0,,ressuprimento imediato,sem oportunidade clara
ETB0299,BikeSampa,sem segmentacao,0,0,,ressuprimento imediato,sem oportunidade clara
ETB0300,BikeFloripa,sem segmentacao,0,0,,ressuprimento imediato,sem oportunidade clara
ETB0301,BikePoa,sem segmentacao,0,0,,ressuprimento imediato,sem oportunidade clara
ETB0302,BikeSampa,sem segmentacao,0,0,,ressuprimento imediato,sem oportunidade clara
ETB0305,BikeSampa,sem segmentacao,0,0,,ressuprimento imediato,sem oportunidade clara
ETB0313,BikePoa,sem segmentacao,0,0,,ressuprimento imediato,sem oportunidade clara
ETB0314,BikeSampa,sem segmentacao,0,0,,ressuprimento imediato,sem oportunidade clara
ETB0317,BikeSampa,sem segmentacao,0,0,,ressuprimento imediato,sem oportunidade clara
ETB0318,BikeSampa,sem segmentacao,0,0,,ressuprimento imediato,sem oportunidade clara
ETB0319,BikeSampa,sem segmentacao,0,0,,ressuprimento imediato,sem oportunidade clara
ETB0333,BikeSSA,sem segmentacao,0,0,,ressuprimento imediato,sem oportunidade clara
ETB0334,BikeSampa,sem segmentacao,0,0,,ressuprimento imediato,sem oportunidade clara
ETB0335,BikePoa,sem segmentacao,0,0,,ressuprimento imediato,sem oportunidade clara
ETB0335,BikeRio,sem segmentacao,0,0,,ressuprimento imediato,sem oportunidade clara
ETB0335,BikeSampa,sem segmentacao,0,0,,ressuprimento imediato,sem oportunidade clara
ETB0335-1,BikeRio,sem segmentacao,0,0,,ressuprimento imediato,sem oportunidade clara
ETB0336,BikePoa,sem segmentacao,0,0,,ressuprimento imediato,sem oportunidade clara
ETB0336,BikeRio,sem segmentacao,0,0,,ressuprimento imediato,sem oportunidade clara
ETB0336,BikeSampa,sem segmentacao,0,0,,ressuprimento imediato,sem oportunidade clara
ETB0338,BikeCuritiba,sem segmentacao,0,0,,ressuprimento imediato,sem oportunidade clara
ETB0338,BikePoa,sem segmentacao,0,0,,ressuprimento imediato,sem oportunidade clara
ETB0338,BikeRio,sem segmentacao,0,0,,ressuprimento imediato,sem oportunidade clara
