codigo_sku,nome_projeto,segmentacao_prioridade,dias_com_ruptura,taxa_ruptura,primeira_data_ruptura,ultima_data_ruptura,qte_eventos_ruptura,status_ultimo_dia
IND0059,BikeBH,sem segmentacao,17,1,2026-02-07,2026-02-23,1,em ruptura
IND0573,BikeSampa,sem segmentacao,17,1,2026-02-07,2026-02-23,1,em ruptura
EPI0599,BikeSampa,sem segmentacao,17,1,2026-02-07,2026-02-23,1,em ruptura
BTB0035,BikeSSA,A,17,1,2026-02-07,2026-02-23,1,em ruptura
SE2101,BikeBH,sem segmentacao,17,1,2026-02-07,2026-02-23,1,em ruptura
BTB0036,BikeBH,sem segmentacao,17,1,2026-02-07,2026-02-23,1,em ruptura
EPI0603,BikeBH,sem segmentacao,17,1,2026-02-07,2026-02-23,1,em ruptura
IND0573,BikeSSA,sem segmentacao,17,1,2026-02-07,2026-02-23,1,em ruptura
IND0547,BikeCuritiba,sem segmentacao,17,1,2026-02-07,2026-02-23,1,em ruptura
IND0573,BikePoa,sem segmentacao,17,1,2026-02-07,2026-02-23,1,em ruptura
EPI0604,BikePoa,sem segmentacao,17,1,2026-02-07,2026-02-23,1,em ruptura
IND0573,BikeFloripa,sem segmentacao,17,1,2026-02-07,2026-02-23,1,em ruptura
BEFI0024,BikeSampa,A,17,1,2026-02-07,2026-02-23,1,em ruptura
IND0573,BikeCuritiba,sem segmentacao,17,1,2026-02-07,2026-02-23,1,em ruptura
IND0060,BikeSampa,sem segmentacao,17,1,2026-02-07,2026-02-23,1,em ruptura
IND0573,BikeBH,sem segmentacao,17,1,2026-02-07,2026-02-23,1,em ruptura
ETB0011,BikeFloripa,sem segmentacao,17,1,2026-02-07,2026-02-23,1,em ruptura
BTB0036N,BikeFloripa,sem segmentacao,17,1,2026-02-07,2026-02-23,1,em ruptura
IND0060,BikeBSB,sem segmentacao,17,1,2026-02-07,2026-02-23,1,em ruptura
BEFI0021,BikeSampa,A,17,1,2026-02-07,2026-02-23,1,em ruptura
SE0107,BikeCuritiba,sem segmentacao,17,1,2026-02-07,2026-02-23,1,em ruptura
IND0569,BikeRio,sem segmentacao,17,1,2026-02-07,2026-02-23,1,em ruptura
IND0059,BikePE,sem segmentacao,17,1,2026-02-07,2026-02-23,1,em ruptura
IND0565,BikeRio,sem segmentacao,17,1,2026-02-07,2026-02-23,1,em ruptura
ETB0335-1,BikeRio,sem segmentacao,17,1,2026-02-07,2026-02-23,1,em ruptura
BTB0037,BikeRio,A,17,1,2026-02-07,2026-02-23,1,em ruptura
ETB0005,BikeBSB,sem segmentacao,17,1,2026-02-07,2026-02-23,1,em ruptura
IND0564,BikeFloripa,sem segmentacao,17,1,2026-02-07,2026-02-23,1,em ruptura
IND1265,BikeSSA,sem segmentacao,17,1,2026-02-07,2026-02-23,1,em ruptura
BTB0037N,BikePE,sem segmentacao,17,1,2026-02-07,2026-02-23,1,em ruptura
IND0057,BikeFloripa,sem segmentacao,17,1,2026-02-07,2026-02-23,1,em ruptura
BTB0037N,BikeSSA,sem segmentacao,17,1,2026-02-07,2026-02-23,1,em ruptura
IND0047,BikeRio,sem segmentacao,17,1,2026-02-07,2026-02-23,1,em ruptura
IND0563,BikePoa,sem segmentacao,17,1,2026-02-07,2026-02-23,1,em ruptura
IND0055,BikeRio,sem segmentacao,17,1,2026-02-07,2026-02-23,1,em ruptura
BTB0038,BikeRio,sem segmentacao,17,1,2026-02-07,2026-02-23,1,em ruptura
SERVTEL,BikeCuritiba,sem segmentacao,17,1,2026-02-07,2026-02-23,1,em ruptura
IND0563,BikeFloripa,sem segmentacao,17,1,2026-02-07,2026-02-23,1,em ruptura
ETB0010,BikePoa,sem segmentacao,17,1,2026-02-07,2026-02-23,1,em ruptura
IND0561,BikeSampa,sem segmentacao,17,1,2026-02-07,2026-02-23,1,em ruptura
IND0535,BikeCuritiba,sem segmentacao,17,1,2026-02-07,2026-02-23,1,em ruptura
IND0558,BikeSampa,sem segmentacao,17,1,2026-02-07,2026-02-23,1,em ruptura
IND0053,BikeSSA,sem segmentacao,17,1,2026-02-07,2026-02-23,1,em ruptura
IND0557,BikeSampa,sem segmentacao,17,1,2026-02-07,2026-02-23,1,em ruptura
BEFI0032,BikeRio,A,17,1,2026-02-07,2026-02-23,1,em ruptura
BTB0041,BikePE,sem segmentacao,17,1,2026-02-07,2026-02-23,1,em ruptura
IND0053,BikeBH,sem segmentacao,17,1,2026-02-07,2026-02-23,1,em ruptura
BTB0041,BikeSampa,sem segmentacao,17,1,2026-02-07,2026-02-23,1,em ruptura
ETB0022,BikeFloripa,sem segmentacao,17,1,2026-02-07,2026-02-23,1,em ruptura
IND0556,BikeRio,sem segmentacao,17,1,2026-02-07,2026-02-23,1,em ruptura
IND0051,BikeCuritiba,sem segmentacao,17,1,2026-02-07,2026-02-23,1,em ruptura
IND0553,BikeRio,sem segmentacao,17,1,2026-02-07,2026-02-23,1,em ruptura
SE0103,BikeRio,sem segmentacao,17,1,2026-02-07,2026-02-23,1,em ruptura
IND0553,BikePoa,sem segmentacao,17,1,2026-02-07,2026-02-23,1,em ruptura
IND0048,BikeFloripa,sem segmentacao,17,1,2026-02-07,2026-02-23,1,em ruptura
IND0553,BikeBH,sem segmentacao,17,1,2026-02-07,2026-02-23,1,em ruptura
IND0006,BikeBSB,sem segmentacao,17,1,2026-02-07,2026-02-23,1,em ruptura
BTB0042,BikePoa,A,17,1,2026-02-07,2026-02-23,1,em ruptura
IND0047,BikePE,sem segmentacao,17,1,2026-02-07,2026-02-23,1,em ruptura
BTB0042,BikeSSA,A,17,1,2026-02-07,2026-02-23,1,em ruptura
IND1260,BikeRio,sem segmentacao,17,1,2026-02-07,2026-02-23,1,em ruptura
BTB0043,BikeBSB,A,17,1,2026-02-07,2026-02-23,1,em ruptura
IND0046,BikePoa,sem segmentacao,17,1,2026-02-07,2026-02-23,1,em ruptura
IND0550,BikeRio,sem segmentacao,17,1,2026-02-07,2026-02-23,1,em ruptura
IND0036,BikeRio,sem segmentacao,17,1,2026-02-07,2026-02-23,1,em ruptura
IND0549,BikePE,sem segmentacao,17,1,2026-02-07,2026-02-23,1,em ruptura
IND0045,BikeRio,sem segmentacao,17,1,2026-02-07,2026-02-23,1,em ruptura
IND0546,BikeSampa,sem segmentacao,17,1,2026-02-07,2026-02-23,1,em ruptura
BTB0139,BikeRio,sem segmentacao,17,1,2026-02-07,2026-02-23,1,em ruptura
IND0546,BikePoa,sem segmentacao,17,1,2026-02-07,2026-02-23,1,em ruptura
IND0044,BikeCuritiba,sem segmentacao,17,1,2026-02-07,2026-02-23,1,em ruptura
IND0541,BikeSampa,sem segmentacao,17,1,2026-02-07,2026-02-23,1,em ruptura
IND0528,BikeFloripa,sem segmentacao,17,1,2026-02-07,2026-02-23,1,em ruptura
IND0541,BikeCuritiba,sem segmentacao,17,1,2026-02-07,2026-02-23,1,em ruptura
IND0041,BikeRio,sem segmentacao,17,1,2026-02-07,2026-02-23,1,em ruptura
IND0539,BikeRio,sem segmentacao,17,1,2026-02-07,2026-02-23,1,em ruptura
IND1259,BikeFloripa,sem segmentacao,17,1,2026-02-07,2026-02-23,1,em ruptura
IND0537,BikeSampa,sem segmentacao,17,1,2026-02-07,2026-02-23,1,em ruptura
ETB0023,BikePoa,sem segmentacao,17,1,2026-02-07,2026-02-23,1,em ruptura
IND0537,BikeRio,sem segmentacao,17,1,2026-02-07,2026-02-23,1,em ruptura
ADTO1000,BikeBSB,sem segmentacao,17,1,2026-02-07,2026-02-23,1,em ruptura
IND0536,BikePoa,sem segmentacao,17,1,2026-02-07,2026-02-23,1,em ruptura
IND0038,BikeRio,sem segmentacao,17,1,2026-02-07,2026-02-23,1,em ruptura
IND1259,BikeSSA,sem segmentacao,17,1,2026-02-07,2026-02-23,1,em ruptura
SE1405,BikeSSA,sem segmentacao,17,1,2026-02-07,2026-02-23,1,em ruptura
BTB0046N,BikeCuritiba,A,17,1,2026-02-07,2026-02-23,1,em ruptura
IND0037,BikeFloripa,sem segmentacao,17,1,2026-02-07,2026-02-23,1,em ruptura
BTB0046N,BikePoa,A,17,1,2026-02-07,2026-02-23,1,em ruptura
IND0371,BikeSampa,sem segmentacao,17,1,2026-02-07,2026-02-23,1,em ruptura
BTB0046N,BikeSSA,A,17,1,2026-02-07,2026-02-23,1,em ruptura
IND0036,BikeBH,sem segmentacao,17,1,2026-02-07,2026-02-23,1,em ruptura
IND0536,BikeBH,sem segmentacao,17,1,2026-02-07,2026-02-23,1,em ruptura
IND1256,BikeRio,sem segmentacao,17,1,2026-02-07,2026-02-23,1,em ruptura
IND0535,BikeSSA,sem segmentacao,17,1,2026-02-07,2026-02-23,1,em ruptura
IND0035,BikeBSB,sem segmentacao,17,1,2026-02-07,2026-02-23,1,em ruptura
IND0535,BikePoa,sem segmentacao,17,1,2026-02-07,2026-02-23,1,em ruptura
IND0023,BikeBSB,sem segmentacao,17,1,2026-02-07,2026-02-23,1,em ruptura
IND0535,BikeFloripa,sem segmentacao,17,1,2026-02-07,2026-02-23,1,em ruptura
IND0033,BikeFloripa,sem segmentacao,17,1,2026-02-07,2026-02-23,1,em ruptura
IND0535,BikeBSB,sem segmentacao,17,1,2026-02-07,2026-02-23,1,em ruptura
SERVNET,BikeRio,sem segmentacao,17,1,2026-02-07,2026-02-23,1,em ruptura
BEFI0046,BikeRio,A,17,1,2026-02-07,2026-02-23,1,em ruptura
IND0031,BikeBSB,sem segmentacao,17,1,2026-02-07,2026-02-23,1,em ruptura
BTB0046N-2,BikePE,A,17,1,2026-02-07,2026-02-23,1,em ruptura
IND0521,BikeCuritiba,sem segmentacao,17,1,2026-02-07,2026-02-23,1,em ruptura
IND1256,BikeSampa,sem segmentacao,17,1,2026-02-07,2026-02-23,1,em ruptura
IND0030,BikeRio,sem segmentacao,17,1,2026-02-07,2026-02-23,1,em ruptura
IND0532,BikeSSA,sem segmentacao,17,1,2026-02-07,2026-02-23,1,em ruptura
IND1251,BikeSampa,sem segmentacao,17,1,2026-02-07,2026-02-23,1,em ruptura
IND0532,BikePoa,sem segmentacao,17,1,2026-02-07,2026-02-23,1,em ruptura
ETB0034,BikeFloripa,sem segmentacao,17,1,2026-02-07,2026-02-23,1,em ruptura
IND0532,BikeCuritiba,sem segmentacao,17,1,2026-02-07,2026-02-23,1,em ruptura
IND0017,BikeCuritiba,sem segmentacao,17,1,2026-02-07,2026-02-23,1,em ruptura
IND0532,BikeBH,sem segmentacao,17,1,2026-02-07,2026-02-23,1,em ruptura
IND0025,BikeSSA,sem segmentacao,17,1,2026-02-07,2026-02-23,1,em ruptura
IND0531,BikeSSA,sem segmentacao,17,1,2026-02-07,2026-02-23,1,em ruptura
BBTI0006,BikeRio,A,17,1,2026-02-07,2026-02-23,1,em ruptura
IND0531,BikeRio,sem segmentacao,17,1,2026-02-07,2026-02-23,1,em ruptura
ETB0036,BikeSampa,sem segmentacao,17,1,2026-02-07,2026-02-23,1,em ruptura
IND0531,BikePE,sem segmentacao,17,1,2026-02-07,2026-02-23,1,em ruptura
FTB0369,BikeRio,sem segmentacao,17,1,2026-02-07,2026-02-23,1,em ruptura
IND0530,BikeRio,sem segmentacao,17,1,2026-02-07,2026-02-23,1,em ruptura
IND0020,BikeSSA,sem segmentacao,17,1,2026-02-07,2026-02-23,1,em ruptura
IND0528,BikeSampa,sem segmentacao,17,1,2026-02-07,2026-02-23,1,em ruptura
IND1251,BikePoa,sem segmentacao,17,1,2026-02-07,2026-02-23,1,em ruptura
IND0528,BikeRio,sem segmentacao,17,1,2026-02-07,2026-02-23,1,em ruptura
IND0019,BikeRio,sem segmentacao,17,1,2026-02-07,2026-02-23,1,em ruptura
BTB0047N,BikeSampa,sem segmentacao,17,1,2026-02-07,2026-02-23,1,em ruptura
IND0006,BikeSampa,sem segmentacao,17,1,2026-02-07,2026-02-23,1,em ruptura
IND0528,BikePE,sem segmentacao,17,1,2026-02-07,2026-02-23,1,em ruptura
IND0018,BikeSSA,sem segmentacao,17,1,2026-02-07,2026-02-23,1,em ruptura
IND0528,BikeCuritiba,sem segmentacao,17,1,2026-02-07,2026-02-23,1,em ruptura
FCB0109,BikeBH,sem segmentacao,17,1,2026-02-07,2026-02-23,1,em ruptura
IND0528,BikeBH,sem segmentacao,17,1,2026-02-07,2026-02-23,1,em ruptura
IND0017,BikeSampa,sem segmentacao,17,1,2026-02-07,2026-02-23,1,em ruptura
BTB0049,BikeSampa,sem segmentacao,17,1,2026-02-07,2026-02-23,1,em ruptura
IND0503,BikeSampa,sem segmentacao,17,1,2026-02-07,2026-02-23,1,em ruptura
IND0527,BikePoa,sem segmentacao,17,1,2026-02-07,2026-02-23,1,em ruptura
IND0017,BikeBSB,sem segmentacao,17,1,2026-02-07,2026-02-23,1,em ruptura
IND0527,BikeCuritiba,sem segmentacao,17,1,2026-02-07,2026-02-23,1,em ruptura
BEFI0060,BikeRio,sem segmentacao,17,1,2026-02-07,2026-02-23,1,em ruptura
IND0527,BikeBH,sem segmentacao,17,1,2026-02-07,2026-02-23,1,em ruptura
IND0013,BikeSampa,sem segmentacao,17,1,2026-02-07,2026-02-23,1,em ruptura
IND0524,BikeSampa,sem segmentacao,17,1,2026-02-07,2026-02-23,1,em ruptura
IND0002,BikePoa,sem segmentacao,17,1,2026-02-07,2026-02-23,1,em ruptura
BTB0051,BikePoa,sem segmentacao,17,1,2026-02-07,2026-02-23,1,em ruptura
IND0012,BikeCuritiba,sem segmentacao,17,1,2026-02-07,2026-02-23,1,em ruptura
BTB0051,BikeSSA,sem segmentacao,17,1,2026-02-07,2026-02-23,1,em ruptura
SE0008,BikeRio,sem segmentacao,17,1,2026-02-07,2026-02-23,1,em ruptura
BEFI0058,BikeSampa,A,17,1,2026-02-07,2026-02-23,1,em ruptura
IND0007,BikeSSA,sem segmentacao,17,1,2026-02-07,2026-02-23,1,em ruptura
IND0524,BikeSSA,sem segmentacao,17,1,2026-02-07,2026-02-23,1,em ruptura
IND1085,BikeSSA,sem segmentacao,17,1,2026-02-07,2026-02-23,1,em ruptura
IND0524,BikeRio,sem segmentacao,17,1,2026-02-07,2026-02-23,1,em ruptura
ETB0048,BikeCuritiba,sem segmentacao,17,1,2026-02-07,2026-02-23,1,em ruptura
IND0523,BikeSampa,sem segmentacao,17,1,2026-02-07,2026-02-23,1,em ruptura
BEFI0065,BikeSampa,A,17,1,2026-02-07,2026-02-23,1,em ruptura
IND0522,BikeRio,sem segmentacao,17,1,2026-02-07,2026-02-23,1,em ruptura
IND0005,BikeSampa,sem segmentacao,17,1,2026-02-07,2026-02-23,1,em ruptura
IND0521,BikeSSA,sem segmentacao,17,1,2026-02-07,2026-02-23,1,em ruptura
FTB0516,BikeFloripa,sem segmentacao,17,1,2026-02-07,2026-02-23,1,em ruptura
IND0521,BikeFloripa,sem segmentacao,17,1,2026-02-07,2026-02-23,1,em ruptura
IND0005,BikeBSB,sem segmentacao,17,1,2026-02-07,2026-02-23,1,em ruptura
IND0520,BikeSampa,sem segmentacao,17,1,2026-02-07,2026-02-23,1,em ruptura
SE1402,BikeBSB,sem segmentacao,17,1,2026-02-07,2026-02-23,1,em ruptura
IND0520,BikePE,sem segmentacao,17,1,2026-02-07,2026-02-23,1,em ruptura
IND0004,BikeCuritiba,sem segmentacao,17,1,2026-02-07,2026-02-23,1,em ruptura
IND0518,BikeSampa,sem segmentacao,17,1,2026-02-07,2026-02-23,1,em ruptura
IND0489,BikeRio,sem segmentacao,17,1,2026-02-07,2026-02-23,1,em ruptura
IND0518,BikePoa,sem segmentacao,17,1,2026-02-07,2026-02-23,1,em ruptura
IND0002,BikeFloripa,sem segmentacao,17,1,2026-02-07,2026-02-23,1,em ruptura
IND0517,BikePoa,sem segmentacao,17,1,2026-02-07,2026-02-23,1,em ruptura
SE1402,BikeBH,sem segmentacao,17,1,2026-02-07,2026-02-23,1,em ruptura
IND0516,BikeSampa,sem segmentacao,17,1,2026-02-07,2026-02-23,1,em ruptura
IND0001,BikeBH,sem segmentacao,17,1,2026-02-07,2026-02-23,1,em ruptura
IND0516,BikePoa,sem segmentacao,17,1,2026-02-07,2026-02-23,1,em ruptura
FTB0399,BikeFloripa,sem segmentacao,17,1,2026-02-07,2026-02-23,1,em ruptura
BTB0056,BikePE,sem segmentacao,17,1,2026-02-07,2026-02-23,1,em ruptura
GUIN0001,BikePoa,sem segmentacao,17,1,2026-02-07,2026-02-23,1,em ruptura
IND0511,BikeRio,sem segmentacao,17,1,2026-02-07,2026-02-23,1,em ruptura
SE14014,BikeSampa,sem segmentacao,17,1,2026-02-07,2026-02-23,1,em ruptura
BTB0056N,BikeBSB,A,17,1,2026-02-07,2026-02-23,1,em ruptura
GPS0101,BikeCuritiba,sem segmentacao,17,1,2026-02-07,2026-02-23,1,em ruptura
IND0511,BikeCuritiba,sem segmentacao,17,1,2026-02-07,2026-02-23,1,em ruptura
FTB0313,BikeSampa,sem segmentacao,17,1,2026-02-07,2026-02-23,1,em ruptura
IND0509,BikeSampa,sem segmentacao,17,1,2026-02-07,2026-02-23,1,em ruptura
FTB0513,BikeSSA,sem segmentacao,17,1,2026-02-07,2026-02-23,1,em ruptura
IND1238,BikeSampa,sem segmentacao,17,1,2026-02-07,2026-02-23,1,em ruptura
IND1235,BikeRio,sem segmentacao,17,1,2026-02-07,2026-02-23,1,em ruptura
IND0509,BikeBH,sem segmentacao,17,1,2026-02-07,2026-02-23,1,em ruptura
FTB0504,BikeSampa,sem segmentacao,17,1,2026-02-07,2026-02-23,1,em ruptura
IND0507,BikeRio,sem segmentacao,17,1,2026-02-07,2026-02-23,1,em ruptura
FTB0375,BikeCuritiba,sem segmentacao,17,1,2026-02-07,2026-02-23,1,em ruptura
IND0504,BikeRio,sem segmentacao,17,1,2026-02-07,2026-02-23,1,em ruptura
FTB0501,BikeBH,sem segmentacao,17,1,2026-02-07,2026-02-23,1,em ruptura
IND0502,BikeSampa,sem segmentacao,17,1,2026-02-07,2026-02-23,1,em ruptura
ATV0024,BikeRio,sem segmentacao,17,1,2026-02-07,2026-02-23,1,em ruptura
IND0502,BikeCuritiba,sem segmentacao,17,1,2026-02-07,2026-02-23,1,em ruptura
FTB0403,BikeCuritiba,sem segmentacao,17,1,2026-02-07,2026-02-23,1,em ruptura
IND0501,BikeSampa,sem segmentacao,17,1,2026-02-07,2026-02-23,1,em ruptura
IND0473,BikePE,sem segmentacao,17,1,2026-02-07,2026-02-23,1,em ruptura
BTB0059,BikeBH,sem segmentacao,17,1,2026-02-07,2026-02-23,1,em ruptura
FTB0398,BikeFloripa,sem segmentacao,17,1,2026-02-07,2026-02-23,1,em ruptura
IND0501,BikePE,sem segmentacao,17,1,2026-02-07,2026-02-23,1,em ruptura
BEFI0091,BikeSampa,sem segmentacao,17,1,2026-02-07,2026-02-23,1,em ruptura
IND0501,BikeCuritiba,sem segmentacao,17,1,2026-02-07,2026-02-23,1,em ruptura
ETB0062,BikeRio,sem segmentacao,17,1,2026-02-07,2026-02-23,1,em ruptura
IND0500,BikeSampa,sem segmentacao,17,1,2026-02-07,2026-02-23,1,em ruptura
FTB0350,BikePoa,sem segmentacao,17,1,2026-02-07,2026-02-23,1,em ruptura
IND0498,BikePoa,sem segmentacao,17,1,2026-02-07,2026-02-23,1,em ruptura
FTB0379,BikeCuritiba,sem segmentacao,17,1,2026-02-07,2026-02-23,1,em ruptura
IND0496,BikePE,sem segmentacao,17,1,2026-02-07,2026-02-23,1,em ruptura
SE0003,BikeSampa,sem segmentacao,17,1,2026-02-07,2026-02-23,1,em ruptura
IND0495,BikeSSA,sem segmentacao,17,1,2026-02-07,2026-02-23,1,em ruptura
FTB0377,BikeSampa,sem segmentacao,17,1,2026-02-07,2026-02-23,1,em ruptura
IND0493,BikeSampa,sem segmentacao,17,1,2026-02-07,2026-02-23,1,em ruptura
ETB0559,BikeSampa,sem segmentacao,17,1,2026-02-07,2026-02-23,1,em ruptura
IND0493,BikeRio,sem segmentacao,17,1,2026-02-07,2026-02-23,1,em ruptura
FTB0371,BikeRio,sem segmentacao,17,1,2026-02-07,2026-02-23,1,em ruptura
IND0493,BikeFloripa,sem segmentacao,17,1,2026-02-07,2026-02-23,1,em ruptura
IND1232,BikePoa,sem segmentacao,17,1,2026-02-07,2026-02-23,1,em ruptura
IND0492,BikeRio,sem segmentacao,17,1,2026-02-07,2026-02-23,1,em ruptura
FTB0368,BikeSSA,sem segmentacao,17,1,2026-02-07,2026-02-23,1,em ruptura
IND0490,BikeRio,sem segmentacao,17,1,2026-02-07,2026-02-23,1,em ruptura
ETB0087,BikeSampa,sem segmentacao,17,1,2026-02-07,2026-02-23,1,em ruptura
IND0489,BikeSampa,sem segmentacao,17,1,2026-02-07,2026-02-23,1,em ruptura
FTB0362,BikeRio,sem segmentacao,17,1,2026-02-07,2026-02-23,1,em ruptura
IND0488,BikeSampa,sem segmentacao,17,1,2026-02-07,2026-02-23,1,em ruptura
SE14014,BikePE,sem segmentacao,17,1,2026-02-07,2026-02-23,1,em ruptura
BTB0059N,BikePoa,A,17,1,2026-02-07,2026-02-23,1,em ruptura
FTB0356,BikeCuritiba,sem segmentacao,17,1,2026-02-07,2026-02-23,1,em ruptura
IND0486,BikeSampa,sem segmentacao,17,1,2026-02-07,2026-02-23,1,em ruptura
IND0464,BikeCuritiba,sem segmentacao,17,1,2026-02-07,2026-02-23,1,em ruptura
IND0484,BikeSampa,sem segmentacao,17,1,2026-02-07,2026-02-23,1,em ruptura
ETB0071,BikeSampa,sem segmentacao,17,1,2026-02-07,2026-02-23,1,em ruptura
IND0483,BikeSampa,sem segmentacao,17,1,2026-02-07,2026-02-23,1,em ruptura
BEFN0001,BikeBH,sem segmentacao,17,1,2026-02-07,2026-02-23,1,em ruptura
IND1231,BikeSampa,sem segmentacao,17,1,2026-02-07,2026-02-23,1,em ruptura
FTB0343,BikePE,sem segmentacao,17,1,2026-02-07,2026-02-23,1,em ruptura
IND0482,BikeCuritiba,sem segmentacao,17,1,2026-02-07,2026-02-23,1,em ruptura
FTB0321,BikeFloripa,sem segmentacao,17,1,2026-02-07,2026-02-23,1,em ruptura
IND0480,BikeSampa,sem segmentacao,17,1,2026-02-07,2026-02-23,1,em ruptura
FTB0343,BikeBSB,sem segmentacao,17,1,2026-02-07,2026-02-23,1,em ruptura
IND0480,BikeRio,sem segmentacao,17,1,2026-02-07,2026-02-23,1,em ruptura
RU.PLAN,BikeFloripa,sem segmentacao,17,1,2026-02-07,2026-02-23,1,em ruptura
IND0480,BikeCuritiba,sem segmentacao,17,1,2026-02-07,2026-02-23,1,em ruptura
ETB0086,BikeBSB,sem segmentacao,17,1,2026-02-07,2026-02-23,1,em ruptura
IND0478,BikeRio,sem segmentacao,17,1,2026-02-07,2026-02-23,1,em ruptura
FTB0240,BikeFloripa,sem segmentacao,17,1,2026-02-07,2026-02-23,1,em ruptura
BTB0063,BikeBSB,A,17,1,2026-02-07,2026-02-23,1,em ruptura
ETB0089,BikeFloripa,sem segmentacao,17,1,2026-02-07,2026-02-23,1,em ruptura
IND0473,BikeSampa,sem segmentacao,17,1,2026-02-07,2026-02-23,1,em ruptura
BEFN0001,BikeSampa,sem segmentacao,17,1,2026-02-07,2026-02-23,1,em ruptura
BTB0063,BikeRio,A,17,1,2026-02-07,2026-02-23,1,em ruptura
ETB0095,BikeBSB,sem segmentacao,17,1,2026-02-07,2026-02-23,1,em ruptura
BTB0063,BikeSampa,A,17,1,2026-02-07,2026-02-23,1,em ruptura
ETB0121,BikeCuritiba,sem segmentacao,17,1,2026-02-07,2026-02-23,1,em ruptura
IND0473,BikePoa,sem segmentacao,17,1,2026-02-07,2026-02-23,1,em ruptura
FTB0325,BikeCuritiba,sem segmentacao,17,1,2026-02-07,2026-02-23,1,em ruptura
BTB0063N,BikeRio,A,17,1,2026-02-07,2026-02-23,1,em ruptura
BBET0238-7,BikeCuritiba,sem segmentacao,17,1,2026-02-07,2026-02-23,1,em ruptura
IND0473,BikeCuritiba,sem segmentacao,17,1,2026-02-07,2026-02-23,1,em ruptura
FTB0322,BikeSSA,sem segmentacao,17,1,2026-02-07,2026-02-23,1,em ruptura
BTB0065,BikeSampa,sem segmentacao,17,1,2026-02-07,2026-02-23,1,em ruptura
IND0456,BikeSSA,sem segmentacao,17,1,2026-02-07,2026-02-23,1,em ruptura
IND0472,BikeRio,sem segmentacao,17,1,2026-02-07,2026-02-23,1,em ruptura
FTB0320,BikeRio,sem segmentacao,17,1,2026-02-07,2026-02-23,1,em ruptura
IND0471,BikeSSA,sem segmentacao,17,1,2026-02-07,2026-02-23,1,em ruptura
BBTI0013,BikePE,A,17,1,2026-02-07,2026-02-23,1,em ruptura
IND0471,BikeBSB,sem segmentacao,17,1,2026-02-07,2026-02-23,1,em ruptura
FTB0318,BikeBH,sem segmentacao,17,1,2026-02-07,2026-02-23,1,em ruptura
IND0470,BikeRio,sem segmentacao,17,1,2026-02-07,2026-02-23,1,em ruptura
FTB0306,BikeBSB,sem segmentacao,17,1,2026-02-07,2026-02-23,1,em ruptura
BTB0066N,BikeBH,sem segmentacao,17,1,2026-02-07,2026-02-23,1,em ruptura
ETB0117,BikePE,sem segmentacao,17,1,2026-02-07,2026-02-23,1,em ruptura
BTB0066N,BikeFloripa,sem segmentacao,17,1,2026-02-07,2026-02-23,1,em ruptura
SE14011,BikeSampa,sem segmentacao,17,1,2026-02-07,2026-02-23,1,em ruptura
BTB0066N,BikePoa,sem segmentacao,17,1,2026-02-07,2026-02-23,1,em ruptura
ETB0120,BikeFloripa,sem segmentacao,17,1,2026-02-07,2026-02-23,1,em ruptura
IND0467,BikeRio,sem segmentacao,17,1,2026-02-07,2026-02-23,1,em ruptura
BBTI0047,BikeSampa,A,17,1,2026-02-07,2026-02-23,1,em ruptura
BTB0067,BikePE,sem segmentacao,17,1,2026-02-07,2026-02-23,1,em ruptura
FTB0315,BikeRio,sem segmentacao,17,1,2026-02-07,2026-02-23,1,em ruptura
IND1220,BikeFloripa,sem segmentacao,17,1,2026-02-07,2026-02-23,1,em ruptura
REEMBLOC,BikeSampa,sem segmentacao,17,1,2026-02-07,2026-02-23,1,em ruptura
IND0466,BikeCuritiba,sem segmentacao,17,1,2026-02-07,2026-02-23,1,em ruptura
FTB0313,BikeCuritiba,sem segmentacao,17,1,2026-02-07,2026-02-23,1,em ruptura
IND0465,BikeRio,sem segmentacao,17,1,2026-02-07,2026-02-23,1,em ruptura
ETB0231,BikeRio,sem segmentacao,17,1,2026-02-07,2026-02-23,1,em ruptura
IND0465,BikeFloripa,sem segmentacao,17,1,2026-02-07,2026-02-23,1,em ruptura
FTB0306-2,BikeSampa,sem segmentacao,17,1,2026-02-07,2026-02-23,1,em ruptura
BTB0068,BikePE,sem segmentacao,17,1,2026-02-07,2026-02-23,1,em ruptura
ATV0183,BikeBH,sem segmentacao,17,1,2026-02-07,2026-02-23,1,em ruptura
IND0463,BikeSampa,sem segmentacao,17,1,2026-02-07,2026-02-23,1,em ruptura
ETB0128,BikePoa,sem segmentacao,17,1,2026-02-07,2026-02-23,1,em ruptura
IND0463,BikeRio,sem segmentacao,17,1,2026-02-07,2026-02-23,1,em ruptura
IND0448,BikeBH,sem segmentacao,17,1,2026-02-07,2026-02-23,1,em ruptura
BTB0068N,BikeSampa,sem segmentacao,17,1,2026-02-07,2026-02-23,1,em ruptura
FTB0299,BikeSSA,sem segmentacao,17,1,2026-02-07,2026-02-23,1,em ruptura
IND1219,BikeRio,sem segmentacao,17,1,2026-02-07,2026-02-23,1,em ruptura
IND1211,BikeRio,sem segmentacao,17,1,2026-02-07,2026-02-23,1,em ruptura
IND0463,BikeFloripa,sem segmentacao,17,1,2026-02-07,2026-02-23,1,em ruptura
FTB0299,BikeCuritiba,sem segmentacao,17,1,2026-02-07,2026-02-23,1,em ruptura
