codigo_sku,nome_projeto,segmentacao_prioridade,dias_com_ruptura,taxa_ruptura,primeira_data_ruptura,ultima_data_ruptura,qte_eventos_ruptura,status_ultimo_dia
EPI0358,BikeRio,sem segmentacao,17,1,2026-02-07,2026-02-23,1,em ruptura
IND0655,BikeSampa,sem segmentacao,17,1,2026-02-07,2026-02-23,1,em ruptura
EPI0359,BikeBH,sem segmentacao,17,1,2026-02-07,2026-02-23,1,em ruptura
ATV0024,BikePoa,sem segmentacao,17,1,2026-02-07,2026-02-23,1,em ruptura
EPI0359,BikeCuritiba,sem segmentacao,17,1,2026-02-07,2026-02-23,1,em ruptura
SE1601,BikeFloripa,sem segmentacao,17,1,2026-02-07,2026-02-23,1,em ruptura
EPI0359,BikePoa,sem segmentacao,17,1,2026-02-07,2026-02-23,1,em ruptura
EPI0374,BikeRio,sem segmentacao,17,1,2026-02-07,2026-02-23,1,em ruptura
EPI0359,BikeSampa,sem segmentacao,17,1,2026-02-07,2026-02-23,1,em ruptura
BTB0020N,BikeSampa,A,17,1,2026-02-07,2026-02-23,1,em ruptura
EPI0360,BikeBSB,sem segmentacao,17,1,2026-02-07,2026-02-23,1,em ruptura
EPI0585,BikePoa,sem segmentacao,17,1,2026-02-07,2026-02-23,1,em ruptura
EPI0360,BikeFloripa,sem segmentacao,17,1,2026-02-07,2026-02-23,1,em ruptura
IND1313,BikeRio,sem segmentacao,17,1,2026-02-07,2026-02-23,1,em ruptura
EPI0360,BikeRio,sem segmentacao,17,1,2026-02-07,2026-02-23,1,em ruptura
EPI0375,BikeSSA,sem segmentacao,17,1,2026-02-07,2026-02-23,1,em ruptura
EPI0361,BikeBH,sem segmentacao,17,1,2026-02-07,2026-02-23,1,em ruptura
BTB0021,BikeRio,sem segmentacao,17,1,2026-02-07,2026-02-23,1,em ruptura
EPI0361,BikeCuritiba,sem segmentacao,17,1,2026-02-07,2026-02-23,1,em ruptura
IND0647,BikeRio,sem segmentacao,17,1,2026-02-07,2026-02-23,1,em ruptura
EPI0361,BikePoa,sem segmentacao,17,1,2026-02-07,2026-02-23,1,em ruptura
ATV0024,BikePE,sem segmentacao,17,1,2026-02-07,2026-02-23,1,em ruptura
EPI0361,BikeSampa,sem segmentacao,17,1,2026-02-07,2026-02-23,1,em ruptura
EPI0376,BikeRio,sem segmentacao,17,1,2026-02-07,2026-02-23,1,em ruptura
EPI0363,BikeSSA,sem segmentacao,17,1,2026-02-07,2026-02-23,1,em ruptura
IND0654,BikeSampa,sem segmentacao,17,1,2026-02-07,2026-02-23,1,em ruptura
EPI0364,BikeSSA,sem segmentacao,17,1,2026-02-07,2026-02-23,1,em ruptura
EPI0512,BikeFloripa,sem segmentacao,17,1,2026-02-07,2026-02-23,1,em ruptura
EPI0369,BikeCuritiba,sem segmentacao,17,1,2026-02-07,2026-02-23,1,em ruptura
BCB0232,BikeSSA,sem segmentacao,17,1,2026-02-07,2026-02-23,1,em ruptura
EPI0371,BikeCuritiba,sem segmentacao,17,1,2026-02-07,2026-02-23,1,em ruptura
EPI0377,BikePoa,sem segmentacao,17,1,2026-02-07,2026-02-23,1,em ruptura
EPI0373,BikeCuritiba,sem segmentacao,17,1,2026-02-07,2026-02-23,1,em ruptura
IND0653,BikeRio,sem segmentacao,17,1,2026-02-07,2026-02-23,1,em ruptura
EPI0374,BikePoa,sem segmentacao,17,1,2026-02-07,2026-02-23,1,em ruptura
BCB0273,BikeSampa,sem segmentacao,17,1,2026-02-07,2026-02-23,1,em ruptura
EPI0375,BikeBH,sem segmentacao,17,1,2026-02-07,2026-02-23,1,em ruptura
BBN0011,BikeCuritiba,sem segmentacao,17,1,2026-02-07,2026-02-23,1,em ruptura
EPI0375,BikeCuritiba,sem segmentacao,17,1,2026-02-07,2026-02-23,1,em ruptura
EPI0501,BikeRio,sem segmentacao,17,1,2026-02-07,2026-02-23,1,em ruptura
EPI0375,BikePE,sem segmentacao,17,1,2026-02-07,2026-02-23,1,em ruptura
IND0653,BikeCuritiba,sem segmentacao,17,1,2026-02-07,2026-02-23,1,em ruptura
EPI0375,BikeRio,sem segmentacao,17,1,2026-02-07,2026-02-23,1,em ruptura
IND0616,BikePE,sem segmentacao,17,1,2026-02-07,2026-02-23,1,em ruptura
EPI0375,BikeSampa,sem segmentacao,17,1,2026-02-07,2026-02-23,1,em ruptura
IND1307,BikeSampa,sem segmentacao,17,1,2026-02-07,2026-02-23,1,em ruptura
IND1308,BikeSampa,sem segmentacao,17,1,2026-02-07,2026-02-23,1,em ruptura
EPI0502,BikePoa,sem segmentacao,17,1,2026-02-07,2026-02-23,1,em ruptura
EPI0376,BikeFloripa,sem segmentacao,17,1,2026-02-07,2026-02-23,1,em ruptura
IND0652,BikePE,sem segmentacao,17,1,2026-02-07,2026-02-23,1,em ruptura
EPI0376,BikePoa,sem segmentacao,17,1,2026-02-07,2026-02-23,1,em ruptura
IND0641,BikeRio,sem segmentacao,17,1,2026-02-07,2026-02-23,1,em ruptura
EPI0376,BikeSSA,sem segmentacao,17,1,2026-02-07,2026-02-23,1,em ruptura
IND0316,BikePE,sem segmentacao,17,1,2026-02-07,2026-02-23,1,em ruptura
EPI0377,BikeBH,sem segmentacao,17,1,2026-02-07,2026-02-23,1,em ruptura
EPI0503,BikePE,sem segmentacao,17,1,2026-02-07,2026-02-23,1,em ruptura
EPI0377,BikeCuritiba,sem segmentacao,17,1,2026-02-07,2026-02-23,1,em ruptura
IND0651,BikePE,sem segmentacao,17,1,2026-02-07,2026-02-23,1,em ruptura
EPI0377,BikePE,sem segmentacao,17,1,2026-02-07,2026-02-23,1,em ruptura
EPI0516,BikeCuritiba,sem segmentacao,17,1,2026-02-07,2026-02-23,1,em ruptura
EPI0377,BikeRio,sem segmentacao,17,1,2026-02-07,2026-02-23,1,em ruptura
IND1304,BikeRio,sem segmentacao,17,1,2026-02-07,2026-02-23,1,em ruptura
EPI0377,BikeSampa,sem segmentacao,17,1,2026-02-07,2026-02-23,1,em ruptura
EPI0504,BikeFloripa,sem segmentacao,17,1,2026-02-07,2026-02-23,1,em ruptura
EPI0501,BikeFloripa,sem segmentacao,17,1,2026-02-07,2026-02-23,1,em ruptura
IND0648,BikeCuritiba,sem segmentacao,17,1,2026-02-07,2026-02-23,1,em ruptura
EPI0501,BikePoa,sem segmentacao,17,1,2026-02-07,2026-02-23,1,em ruptura
BBN0019-1,BikeCuritiba,sem segmentacao,17,1,2026-02-07,2026-02-23,1,em ruptura
EPI0501,BikeSSA,sem segmentacao,17,1,2026-02-07,2026-02-23,1,em ruptura
BBN0016,BikeSampa,sem segmentacao,17,1,2026-02-07,2026-02-23,1,em ruptura
EPI0502,BikeBH,sem segmentacao,17,1,2026-02-07,2026-02-23,1,em ruptura
EPI0505,BikeCuritiba,sem segmentacao,17,1,2026-02-07,2026-02-23,1,em ruptura
EPI0502,BikeCuritiba,sem segmentacao,17,1,2026-02-07,2026-02-23,1,em ruptura
IND0647,BikePoa,sem segmentacao,17,1,2026-02-07,2026-02-23,1,em ruptura
EPI0502,BikePE,sem segmentacao,17,1,2026-02-07,2026-02-23,1,em ruptura
EET0014-1,BikeFloripa,sem segmentacao,17,1,2026-02-07,2026-02-23,1,em ruptura
EPI0502,BikeRio,sem segmentacao,17,1,2026-02-07,2026-02-23,1,em ruptura
IND1302,BikeSampa,sem segmentacao,17,1,2026-02-07,2026-02-23,1,em ruptura
EPI0502,BikeSampa,sem segmentacao,17,1,2026-02-07,2026-02-23,1,em ruptura
EPI0508,BikeBSB,sem segmentacao,17,1,2026-02-07,2026-02-23,1,em ruptura
EPI0503,BikeBSB,sem segmentacao,17,1,2026-02-07,2026-02-23,1,em ruptura
BTB0024N,BikeSampa,sem segmentacao,17,1,2026-02-07,2026-02-23,1,em ruptura
EPI0503,BikeFloripa,sem segmentacao,17,1,2026-02-07,2026-02-23,1,em ruptura
BTB0027,BikePE,sem segmentacao,17,1,2026-02-07,2026-02-23,1,em ruptura
EPI0503,BikePoa,sem segmentacao,17,1,2026-02-07,2026-02-23,1,em ruptura
SE1414,BikeSSA,sem segmentacao,17,1,2026-02-07,2026-02-23,1,em ruptura
EPI0503,BikeSSA,sem segmentacao,17,1,2026-02-07,2026-02-23,1,em ruptura
EPI0509,BikeBH,sem segmentacao,17,1,2026-02-07,2026-02-23,1,em ruptura
EPI0504,BikeBH,sem segmentacao,17,1,2026-02-07,2026-02-23,1,em ruptura
IND0646,BikeRio,sem segmentacao,17,1,2026-02-07,2026-02-23,1,em ruptura
EPI0504,BikeCuritiba,sem segmentacao,17,1,2026-02-07,2026-02-23,1,em ruptura
EPI0522,BikePE,sem segmentacao,17,1,2026-02-07,2026-02-23,1,em ruptura
EPI0504,BikePE,sem segmentacao,17,1,2026-02-07,2026-02-23,1,em ruptura
BCB0289,BikeBH,sem segmentacao,17,1,2026-02-07,2026-02-23,1,em ruptura
EPI0504,BikeRio,sem segmentacao,17,1,2026-02-07,2026-02-23,1,em ruptura
EPI0509,BikeSampa,sem segmentacao,17,1,2026-02-07,2026-02-23,1,em ruptura
EPI0504,BikeSampa,sem segmentacao,17,1,2026-02-07,2026-02-23,1,em ruptura
IND0641,BikeSampa,sem segmentacao,17,1,2026-02-07,2026-02-23,1,em ruptura
EPI0505,BikeBSB,sem segmentacao,17,1,2026-02-07,2026-02-23,1,em ruptura
BCB0289-1,BikePoa,sem segmentacao,17,1,2026-02-07,2026-02-23,1,em ruptura
EPI0505,BikePE,sem segmentacao,17,1,2026-02-07,2026-02-23,1,em ruptura
SE0604,BikeSampa,sem segmentacao,17,1,2026-02-07,2026-02-23,1,em ruptura
EPI0505,BikeRio,sem segmentacao,17,1,2026-02-07,2026-02-23,1,em ruptura
EPI0511,BikeBH,sem segmentacao,17,1,2026-02-07,2026-02-23,1,em ruptura
EPI0506,BikeRio,sem segmentacao,17,1,2026-02-07,2026-02-23,1,em ruptura
BTB0026,BikePE,sem segmentacao,17,1,2026-02-07,2026-02-23,1,em ruptura
EPI0508,BikeBH,sem segmentacao,17,1,2026-02-07,2026-02-23,1,em ruptura
SE0304,BikeSSA,sem segmentacao,17,1,2026-02-07,2026-02-23,1,em ruptura
EPI0508,BikeCuritiba,sem segmentacao,17,1,2026-02-07,2026-02-23,1,em ruptura
BCB0289,BikePE,sem segmentacao,17,1,2026-02-07,2026-02-23,1,em ruptura
EPI0508,BikePE,sem segmentacao,17,1,2026-02-07,2026-02-23,1,em ruptura
EPI0511,BikeSampa,sem segmentacao,17,1,2026-02-07,2026-02-23,1,em ruptura
EPI0508,BikeRio,sem segmentacao,17,1,2026-02-07,2026-02-23,1,em ruptura
IND0635,BikeSampa,sem segmentacao,17,1,2026-02-07,2026-02-23,1,em ruptura
EPI0508,BikeSampa,sem segmentacao,17,1,2026-02-07,2026-02-23,1,em ruptura
BTB0028,BikePoa,sem segmentacao,17,1,2026-02-07,2026-02-23,1,em ruptura
EPI0509,BikeBSB,sem segmentacao,17,1,2026-02-07,2026-02-23,1,em ruptura
ATV0159,BikeRio,sem segmentacao,17,1,2026-02-07,2026-02-23,1,em ruptura
EPI0509,BikeFloripa,sem segmentacao,17,1,2026-02-07,2026-02-23,1,em ruptura
EPI0512,BikeSampa,sem segmentacao,17,1,2026-02-07,2026-02-23,1,em ruptura
EPI0509,BikePoa,sem segmentacao,17,1,2026-02-07,2026-02-23,1,em ruptura
IND0631,BikeRio,sem segmentacao,17,1,2026-02-07,2026-02-23,1,em ruptura
EPI0509,BikeSSA,sem segmentacao,17,1,2026-02-07,2026-02-23,1,em ruptura
EPI0527,BikePE,sem segmentacao,17,1,2026-02-07,2026-02-23,1,em ruptura
EPI0510,BikeBSB,sem segmentacao,17,1,2026-02-07,2026-02-23,1,em ruptura
BCB0289,BikeSampa,sem segmentacao,17,1,2026-02-07,2026-02-23,1,em ruptura
EPI0510,BikePE,sem segmentacao,17,1,2026-02-07,2026-02-23,1,em ruptura
EPI0513,BikeSSA,sem segmentacao,17,1,2026-02-07,2026-02-23,1,em ruptura
EPI0510,BikeRio,sem segmentacao,17,1,2026-02-07,2026-02-23,1,em ruptura
BTB0027,BikeBSB,sem segmentacao,17,1,2026-02-07,2026-02-23,1,em ruptura
EPI0510,BikeSampa,sem segmentacao,17,1,2026-02-07,2026-02-23,1,em ruptura
TAXADM,BikeSampa,sem segmentacao,17,1,2026-02-07,2026-02-23,1,em ruptura
EPI0511,BikeBSB,sem segmentacao,17,1,2026-02-07,2026-02-23,1,em ruptura
SE0422,BikeSampa,sem segmentacao,17,1,2026-02-07,2026-02-23,1,em ruptura
EPI0511,BikeFloripa,sem segmentacao,17,1,2026-02-07,2026-02-23,1,em ruptura
EPI0514,BikeSSA,sem segmentacao,17,1,2026-02-07,2026-02-23,1,em ruptura
EPI0511,BikePoa,sem segmentacao,17,1,2026-02-07,2026-02-23,1,em ruptura
IND0628,BikeBSB,sem segmentacao,17,1,2026-02-07,2026-02-23,1,em ruptura
EPI0511,BikeSSA,sem segmentacao,17,1,2026-02-07,2026-02-23,1,em ruptura
ETB0012,BikePE,sem segmentacao,17,1,2026-02-07,2026-02-23,1,em ruptura
EPI0512,BikeBH,sem segmentacao,17,1,2026-02-07,2026-02-23,1,em ruptura
BCB0289-1,BikeFloripa,sem segmentacao,17,1,2026-02-07,2026-02-23,1,em ruptura
EPI0512,BikeCuritiba,sem segmentacao,17,1,2026-02-07,2026-02-23,1,em ruptura
EPI0515,BikeSSA,sem segmentacao,17,1,2026-02-07,2026-02-23,1,em ruptura
EPI0512,BikePE,sem segmentacao,17,1,2026-02-07,2026-02-23,1,em ruptura
BTB0027-1,BikeFloripa,sem segmentacao,17,1,2026-02-07,2026-02-23,1,em ruptura
EPI0512,BikeSSA,sem segmentacao,17,1,2026-02-07,2026-02-23,1,em ruptura
BTB0029,BikeRio,sem segmentacao,17,1,2026-02-07,2026-02-23,1,em ruptura
EPI0513,BikeBH,sem segmentacao,17,1,2026-02-07,2026-02-23,1,em ruptura
SE1414,BikeCuritiba,sem segmentacao,17,1,2026-02-07,2026-02-23,1,em ruptura
EPI0513,BikeCuritiba,sem segmentacao,17,1,2026-02-07,2026-02-23,1,em ruptura
EPI0516,BikeSSA,sem segmentacao,17,1,2026-02-07,2026-02-23,1,em ruptura
EPI0513,BikePE,sem segmentacao,17,1,2026-02-07,2026-02-23,1,em ruptura
IND0627,BikePoa,sem segmentacao,17,1,2026-02-07,2026-02-23,1,em ruptura
EPI0513,BikeRio,sem segmentacao,17,1,2026-02-07,2026-02-23,1,em ruptura
EPI0531,BikeBSB,sem segmentacao,17,1,2026-02-07,2026-02-23,1,em ruptura
EPI0513,BikeSampa,sem segmentacao,17,1,2026-02-07,2026-02-23,1,em ruptura
IND1301,BikeSampa,sem segmentacao,17,1,2026-02-07,2026-02-23,1,em ruptura
EPI0514,BikeBSB,sem segmentacao,17,1,2026-02-07,2026-02-23,1,em ruptura
EPI0519,BikeSSA,sem segmentacao,17,1,2026-02-07,2026-02-23,1,em ruptura
EPI0514,BikeFloripa,sem segmentacao,17,1,2026-02-07,2026-02-23,1,em ruptura
BTB0028,BikeBSB,sem segmentacao,17,1,2026-02-07,2026-02-23,1,em ruptura
EPI0514,BikeRio,sem segmentacao,17,1,2026-02-07,2026-02-23,1,em ruptura
BCB0379,BikeRio,sem segmentacao,17,1,2026-02-07,2026-02-23,1,em ruptura
EPI0514,BikeSampa,sem segmentacao,17,1,2026-02-07,2026-02-23,1,em ruptura
BBN0023,BikeCuritiba,sem segmentacao,17,1,2026-02-07,2026-02-23,1,em ruptura
EPI0515,BikeBSB,sem segmentacao,17,1,2026-02-07,2026-02-23,1,em ruptura
EPI0520,BikeRio,sem segmentacao,17,1,2026-02-07,2026-02-23,1,em ruptura
EPI0515,BikeFloripa,sem segmentacao,17,1,2026-02-07,2026-02-23,1,em ruptura
BTB0028,BikeSSA,sem segmentacao,17,1,2026-02-07,2026-02-23,1,em ruptura
EPI0515,BikePoa,sem segmentacao,17,1,2026-02-07,2026-02-23,1,em ruptura
IND0579,BikeSampa,sem segmentacao,17,1,2026-02-07,2026-02-23,1,em ruptura
EPI0515,BikeSampa,sem segmentacao,17,1,2026-02-07,2026-02-23,1,em ruptura
BCB0368,BikeSampa,sem segmentacao,17,1,2026-02-07,2026-02-23,1,em ruptura
EPI0516,BikeBSB,sem segmentacao,17,1,2026-02-07,2026-02-23,1,em ruptura
EPI0521,BikePoa,sem segmentacao,17,1,2026-02-07,2026-02-23,1,em ruptura
EPI0516,BikePE,sem segmentacao,17,1,2026-02-07,2026-02-23,1,em ruptura
IND0626,BikeFloripa,sem segmentacao,17,1,2026-02-07,2026-02-23,1,em ruptura
EPI0516,BikeRio,sem segmentacao,17,1,2026-02-07,2026-02-23,1,em ruptura
IND0620,BikeBH,sem segmentacao,17,1,2026-02-07,2026-02-23,1,em ruptura
EPI0516,BikeSampa,sem segmentacao,17,1,2026-02-07,2026-02-23,1,em ruptura
FCB0155,BikeCuritiba,sem segmentacao,17,1,2026-02-07,2026-02-23,1,em ruptura
EPI0519,BikeBSB,sem segmentacao,17,1,2026-02-07,2026-02-23,1,em ruptura
EPI0524,BikeCuritiba,sem segmentacao,17,1,2026-02-07,2026-02-23,1,em ruptura
EPI0519,BikeFloripa,sem segmentacao,17,1,2026-02-07,2026-02-23,1,em ruptura
IND0625,BikePoa,sem segmentacao,17,1,2026-02-07,2026-02-23,1,em ruptura
EPI0519,BikeRio,sem segmentacao,17,1,2026-02-07,2026-02-23,1,em ruptura
EPI0540,BikeRio,sem segmentacao,17,1,2026-02-07,2026-02-23,1,em ruptura
EPI0519,BikeSampa,sem segmentacao,17,1,2026-02-07,2026-02-23,1,em ruptura
BBN0024-1,BikeCuritiba,sem segmentacao,17,1,2026-02-07,2026-02-23,1,em ruptura
EPI0520,BikeBSB,sem segmentacao,17,1,2026-02-07,2026-02-23,1,em ruptura
EPI0525,BikeBSB,sem segmentacao,17,1,2026-02-07,2026-02-23,1,em ruptura
EPI0520,BikeFloripa,sem segmentacao,17,1,2026-02-07,2026-02-23,1,em ruptura
BTB0029,BikePE,sem segmentacao,17,1,2026-02-07,2026-02-23,1,em ruptura
EPI0520,BikePoa,sem segmentacao,17,1,2026-02-07,2026-02-23,1,em ruptura
SE0401,BikeSampa,sem segmentacao,17,1,2026-02-07,2026-02-23,1,em ruptura
EPI0520,BikeSSA,sem segmentacao,17,1,2026-02-07,2026-02-23,1,em ruptura
SE0422,BikeCuritiba,sem segmentacao,17,1,2026-02-07,2026-02-23,1,em ruptura
EPI0521,BikeBH,sem segmentacao,17,1,2026-02-07,2026-02-23,1,em ruptura
EPI0526,BikeBH,sem segmentacao,17,1,2026-02-07,2026-02-23,1,em ruptura
EPI0521,BikeCuritiba,sem segmentacao,17,1,2026-02-07,2026-02-23,1,em ruptura
BTB0029,BikeSampa,sem segmentacao,17,1,2026-02-07,2026-02-23,1,em ruptura
EPI0521,BikePE,sem segmentacao,17,1,2026-02-07,2026-02-23,1,em ruptura
IND0497,BikeSSA,sem segmentacao,17,1,2026-02-07,2026-02-23,1,em ruptura
EPI0521,BikeRio,sem segmentacao,17,1,2026-02-07,2026-02-23,1,em ruptura
IND1291,BikeSSA,sem segmentacao,17,1,2026-02-07,2026-02-23,1,em ruptura
EPI0521,BikeSampa,sem segmentacao,17,1,2026-02-07,2026-02-23,1,em ruptura
EPI0527,BikeBH,sem segmentacao,17,1,2026-02-07,2026-02-23,1,em ruptura
EPI0523,BikePE,sem segmentacao,17,1,2026-02-07,2026-02-23,1,em ruptura
IND0622,BikeBSB,sem segmentacao,17,1,2026-02-07,2026-02-23,1,em ruptura
EPI0524,BikeBSB,sem segmentacao,17,1,2026-02-07,2026-02-23,1,em ruptura
IND0607,BikeCuritiba,sem segmentacao,17,1,2026-02-07,2026-02-23,1,em ruptura
EPI0524,BikeFloripa,sem segmentacao,17,1,2026-02-07,2026-02-23,1,em ruptura
SE1413,BikePE,sem segmentacao,17,1,2026-02-07,2026-02-23,1,em ruptura
EPI0524,BikePoa,sem segmentacao,17,1,2026-02-07,2026-02-23,1,em ruptura
EPI0527,BikeSampa,sem segmentacao,17,1,2026-02-07,2026-02-23,1,em ruptura
EPI0524,BikeSSA,sem segmentacao,17,1,2026-02-07,2026-02-23,1,em ruptura
IND0621,BikeRio,sem segmentacao,17,1,2026-02-07,2026-02-23,1,em ruptura
EPI0525,BikeBH,sem segmentacao,17,1,2026-02-07,2026-02-23,1,em ruptura
EPI0558,BikeSSA,sem segmentacao,17,1,2026-02-07,2026-02-23,1,em ruptura
EPI0525,BikeCuritiba,sem segmentacao,17,1,2026-02-07,2026-02-23,1,em ruptura
BCB0380,BikeRio,sem segmentacao,17,1,2026-02-07,2026-02-23,1,em ruptura
EPI0525,BikePE,sem segmentacao,17,1,2026-02-07,2026-02-23,1,em ruptura
EPI0528,BikeSSA,sem segmentacao,17,1,2026-02-07,2026-02-23,1,em ruptura
EPI0525,BikeRio,sem segmentacao,17,1,2026-02-07,2026-02-23,1,em ruptura
IND0620,BikeCuritiba,sem segmentacao,17,1,2026-02-07,2026-02-23,1,em ruptura
EPI0525,BikeSampa,sem segmentacao,17,1,2026-02-07,2026-02-23,1,em ruptura
IND1288,BikeCuritiba,sem segmentacao,17,1,2026-02-07,2026-02-23,1,em ruptura
EPI0526,BikeBSB,sem segmentacao,17,1,2026-02-07,2026-02-23,1,em ruptura
SE0403,BikeSampa,sem segmentacao,17,1,2026-02-07,2026-02-23,1,em ruptura
EPI0526,BikeFloripa,sem segmentacao,17,1,2026-02-07,2026-02-23,1,em ruptura
EPI0529,BikeRio,sem segmentacao,17,1,2026-02-07,2026-02-23,1,em ruptura
EPI0526,BikeRio,sem segmentacao,17,1,2026-02-07,2026-02-23,1,em ruptura
IND0617,BikeRio,sem segmentacao,17,1,2026-02-07,2026-02-23,1,em ruptura
EPI0526,BikeSampa,sem segmentacao,17,1,2026-02-07,2026-02-23,1,em ruptura
SE1406,BikePoa,sem segmentacao,17,1,2026-02-07,2026-02-23,1,em ruptura
EPI0527,BikeBSB,sem segmentacao,17,1,2026-02-07,2026-02-23,1,em ruptura
SE0401.1,BikeSampa,sem segmentacao,17,1,2026-02-07,2026-02-23,1,em ruptura
EPI0527,BikeFloripa,sem segmentacao,17,1,2026-02-07,2026-02-23,1,em ruptura
EPI0530,BikeRio,sem segmentacao,17,1,2026-02-07,2026-02-23,1,em ruptura
EPI0527,BikePoa,sem segmentacao,17,1,2026-02-07,2026-02-23,1,em ruptura
IND0616,BikeSSA,sem segmentacao,17,1,2026-02-07,2026-02-23,1,em ruptura
EPI0527,BikeSSA,sem segmentacao,17,1,2026-02-07,2026-02-23,1,em ruptura
IND0597,BikePoa,sem segmentacao,17,1,2026-02-07,2026-02-23,1,em ruptura
EPI0528,BikeBH,sem segmentacao,17,1,2026-02-07,2026-02-23,1,em ruptura
ATV0163,BikeRio,sem segmentacao,17,1,2026-02-07,2026-02-23,1,em ruptura
EPI0528,BikeCuritiba,sem segmentacao,17,1,2026-02-07,2026-02-23,1,em ruptura
EPI0531,BikePoa,sem segmentacao,17,1,2026-02-07,2026-02-23,1,em ruptura
EPI0528,BikePE,sem segmentacao,17,1,2026-02-07,2026-02-23,1,em ruptura
BTB0031N,BikePoa,sem segmentacao,17,1,2026-02-07,2026-02-23,1,em ruptura
EPI0528,BikeRio,sem segmentacao,17,1,2026-02-07,2026-02-23,1,em ruptura
EPI0577,BikeRio,sem segmentacao,17,1,2026-02-07,2026-02-23,1,em ruptura
EPI0528,BikeSampa,sem segmentacao,17,1,2026-02-07,2026-02-23,1,em ruptura
BCB0515,BikeSampa,sem segmentacao,17,1,2026-02-07,2026-02-23,1,em ruptura
EPI0529,BikeBSB,sem segmentacao,17,1,2026-02-07,2026-02-23,1,em ruptura
EPI0533,BikeBH,sem segmentacao,17,1,2026-02-07,2026-02-23,1,em ruptura
EPI0529,BikeFloripa,sem segmentacao,17,1,2026-02-07,2026-02-23,1,em ruptura
BTB0031N-1,BikeSampa,sem segmentacao,17,1,2026-02-07,2026-02-23,1,em ruptura
EPI0529,BikePoa,sem segmentacao,17,1,2026-02-07,2026-02-23,1,em ruptura
ATV0168,BikeRio,sem segmentacao,17,1,2026-02-07,2026-02-23,1,em ruptura
EPI0529,BikeSSA,sem segmentacao,17,1,2026-02-07,2026-02-23,1,em ruptura
SE0401,BikePoa,sem segmentacao,17,1,2026-02-07,2026-02-23,1,em ruptura
EPI0530,BikeBH,sem segmentacao,17,1,2026-02-07,2026-02-23,1,em ruptura
EPI0533,BikeSampa,sem segmentacao,17,1,2026-02-07,2026-02-23,1,em ruptura
EPI0530,BikeCuritiba,sem segmentacao,17,1,2026-02-07,2026-02-23,1,em ruptura
IND0606,BikeRio,sem segmentacao,17,1,2026-02-07,2026-02-23,1,em ruptura
EPI0530,BikePoa,sem segmentacao,17,1,2026-02-07,2026-02-23,1,em ruptura
IND0027,BikeSampa,sem segmentacao,17,1,2026-02-07,2026-02-23,1,em ruptura
EPI0530,BikeSSA,sem segmentacao,17,1,2026-02-07,2026-02-23,1,em ruptura
BEFI0001,BikeSampa,A,17,1,2026-02-07,2026-02-23,1,em ruptura
EPI0531,BikeBH,sem segmentacao,17,1,2026-02-07,2026-02-23,1,em ruptura
EPI0540,BikeBH,sem segmentacao,17,1,2026-02-07,2026-02-23,1,em ruptura
EPI0531,BikeCuritiba,sem segmentacao,17,1,2026-02-07,2026-02-23,1,em ruptura
IND0602,BikeRio,sem segmentacao,17,1,2026-02-07,2026-02-23,1,em ruptura
EPI0531,BikePE,sem segmentacao,17,1,2026-02-07,2026-02-23,1,em ruptura
BTB0032-5,BikeRio,A,17,1,2026-02-07,2026-02-23,1,em ruptura
EPI0531,BikeRio,sem segmentacao,17,1,2026-02-07,2026-02-23,1,em ruptura
SE1412,BikePE,sem segmentacao,17,1,2026-02-07,2026-02-23,1,em ruptura
EPI0531,BikeSampa,sem segmentacao,17,1,2026-02-07,2026-02-23,1,em ruptura
EPI0541,BikePoa,sem segmentacao,17,1,2026-02-07,2026-02-23,1,em ruptura
EPI0532,BikePE,sem segmentacao,17,1,2026-02-07,2026-02-23,1,em ruptura
IND0600,BikeRio,sem segmentacao,17,1,2026-02-07,2026-02-23,1,em ruptura
EPI0532,BikeSSA,sem segmentacao,17,1,2026-02-07,2026-02-23,1,em ruptura
EPI0591,BikeBSB,sem segmentacao,17,1,2026-02-07,2026-02-23,1,em ruptura
EPI0533,BikeBSB,sem segmentacao,17,1,2026-02-07,2026-02-23,1,em ruptura
IND1285,BikeSampa,sem segmentacao,17,1,2026-02-07,2026-02-23,1,em ruptura
EPI0533,BikeFloripa,sem segmentacao,17,1,2026-02-07,2026-02-23,1,em ruptura
EPI0555,BikeBSB,sem segmentacao,17,1,2026-02-07,2026-02-23,1,em ruptura
EPI0533,BikePoa,sem segmentacao,17,1,2026-02-07,2026-02-23,1,em ruptura
IND0597,BikeSSA,sem segmentacao,17,1,2026-02-07,2026-02-23,1,em ruptura
EPI0533,BikeSSA,sem segmentacao,17,1,2026-02-07,2026-02-23,1,em ruptura
IND1280,BikePE,sem segmentacao,17,1,2026-02-07,2026-02-23,1,em ruptura
EPI0534,BikeSampa,sem segmentacao,17,1,2026-02-07,2026-02-23,1,em ruptura
SE0305,BikeRio,sem segmentacao,17,1,2026-02-07,2026-02-23,1,em ruptura
EPI0535,BikeRio,sem segmentacao,17,1,2026-02-07,2026-02-23,1,em ruptura
EPI0556,BikeBH,sem segmentacao,17,1,2026-02-07,2026-02-23,1,em ruptura
EPI0537,BikeCuritiba,sem segmentacao,17,1,2026-02-07,2026-02-23,1,em ruptura
IND0595,BikeRio,sem segmentacao,17,1,2026-02-07,2026-02-23,1,em ruptura
